ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
201,China,CHN,,,Asia,Public health measures,Psychological assistance and medical social work,Yes,"Patients, health personnel and people in quarantine",Not applicable,13/03/2020,Ministry of Health,Government,psychological assistance and medical social work,15/03/2020,
773,China,CHN,Hong Kong,,Asia,Public health measures,Introduction of quarantine policies,Yes,"all arriving travelers have to quarantine for 14 days, arrivals from China, Macau and Taiwan are exempt from this",,19/03/2020,HongKongFP,Media,https://www.hongkongfp.com/2020/03/17/breaking-coronavirus-hong-kong-issues-travel-alert-territories-apart-china-taiwan-macau/,17/03/2020,
779,China,CHN,Shanghai,,Asia,Public health measures,Health screenings in airports and border crossings,Yes,"intensified health screening for travelers arriving from South Korea, Japan, Italy, Iran, France, Spain, Germany, the United States, UK, Sweden, Netherlands, Denmark, Switzerland, Austria, Belgium and Norway. This also applies to travelers having been to these countries in the past 14 days prior to entry: will have to undergo health screening in designated observation sites",,,Shanghai Daily,Media,https://www.shine.cn/news/metro/2003174479/,17/03/2020,
780,China,CHN,Shanghai,,Asia,Public health measures,Introduction of quarantine policies,Yes,"stricter quarantine rules for travelers arriving from South Korea, Japan, Italy, Iran, France, Spain, Germany, the United States, UK, Sweden, Netherlands, Denmark, Switzerland, Austria, Belgium and Norway (also applies to travelers having been to these countries in the past 14 days prior to entry): will have to undergo 14 day quarantine in designated observation sites if tested positively and are requested to quarantine also in case of a negative test",,,Shanghai Daily,Media,https://www.shine.cn/news/metro/2003174479/,17/03/2020,
1211,China,CHN,,,Asia,Public health measures,Strengthening the public health system,No,Construction of first makeshift hospital. First patients admitted February 5. ,,03/02/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/17/c_77834.htm,20/03/2020,
1212,China,CHN,,,Asia,Public health measures,Strengthening the public health system,No,"10 new makeshift hospital opened. 5,600 patients admitted. ",,13/02/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/17/c_77834.htm,21/03/2020,
1213,China,CHN,,,Asia,Public health measures,Strengthening the public health system,No,"16 makeshift hospitals total. 13,000 beds available. ",,27/02/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/17/c_77834.htm,21/03/2020,
1214,China,CHN,Beijing,,Asia,Public health measures,Introduction of quarantine policies,Yes,"All international arrivals in Beijing will be required to be isolated at designated facilities even if they do not have coronavirus symptoms, starting March 16. “The D-zone, in Terminal 3, will provide services such travelers need as well as the required procedures, including health examinations, identification checks and transfers.”",,16/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/16/c_77771.htm + http://en.nhc.gov.cn/2020-03/16/c_77770.htm,21/03/2020,
1215,China,CHN,,,Asia,Public health measures,Psychological assistance and medical social work,Yes,"China implemented “measures to care for, protect and aid children left unattended after the virus outbreak. These measures cover children whose parents or other guardians are identified as confirmed or suspected cases of the COVID-19 or need to be quarantined for observation… Children in need should also have access to temporary financial aid, psychological counseling and remote schooling services, among others.”",,16/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/16/c_77769.htm,21/03/2020,
1216,China,CHN,,,Asia,Public health measures,General recommendations,No,"“residents on the mainland not travel abroad amid the novel coronavirus disease (COVID-19) outbreak, particularly to countries hit hard by the pandemic.”",,16/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/16/c_77810.htm,21/03/2020,
1217,China,CHN,Beijing,,Asia,Public health measures,Introduction of quarantine policies,Yes,"Starting on March 16, all travelers entering Beijing from overseas were required to be quarantined at designated sites for 14 days. Only people with special circumstances that pass rigorous assessment can be granted self-quarantine at home. “People who are older than 70, minors and pregnant women can apply to do the quarantine at their own homes” < http://en.nhc.gov.cn/2020-03/17/c_77840.htm >",,16/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/17/c_77837.htm,21/03/2020,
1218,China,CHN,Shanghai,,Asia,Public health measures,Introduction of quarantine policies,Yes,"Shanghai extends quarantine to inbound travelers from 16 countries: South Korea, Italy, Iran, Japan, France, Spain, Germany, the United States, the United Kingdom, Switzerland, Sweden, Belgium, Norway, the Netherlands, Denmark and Austria.",,17/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/17/c_77875.htm,21/03/2020,
1219,China,CHN,Wuhan,,Asia,Public health measures,Introduction of quarantine policies,Yes,"People coming to Wuhan from outside the Chinese mainland will, starting from March 17, be quarantined for 14 days at designated places at their own expense.",,17/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/18/c_77896.htm,21/03/2020,
1220,China,CHN,Chongquing ,,Asia,Public health measures,Introduction of quarantine policies,Yes,All people coming to Chongqing Municipality from overseas are subject to temperature screening and nucleic acid testing starting from March 17. People who have normal results but are from countries with severe epidemic situations will be quarantined at designated places for 14 days at their own expense while the rest are subject to a 14-day home quarantine.,,17/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/19/c_77965.htm,21/03/2020,
1221,China,CHN,Shandong,,Asia,Public health measures,Introduction of quarantine policies,Yes,"All people traveling to Shandong from abroad should be quarantined in designated places or at home for 14 days. The rule applies to all inbound travelers, regardless of their nationalities.",,18/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/18/c_77897.htm,21/03/2020,
1222,China,CHN,Beijing ,,Asia,Public health measures,Introduction of quarantine policies,Yes,Beijing municipality has required people arriving in the city from other countries to undergo a self-paid 14-day concentrated medical observation from on March 18,,18/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/19/c_77978.htm,21/03/2020,
1223,China,CHN,,,Asia,Public health measures,General recommendations,Yes,"Chinese students abroad should suspend their trips back to China, if not necessary. If they do go, choose non-stop flights. ",,18/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/19/c_77953.htm,21/03/2020,
1224,China,CHN,,,Asia,Public health measures,General recommendations,No,Wearing masks in the right way can prevent the infection of respiratory diseases such as COVID-19 and influenza ,,19/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/19/c_77956.htm,21/03/2020,
1225,China,CHN,Beijing,,Asia,Public health measures,Introduction of quarantine policies,Yes,"From March 19, all travelers from overseas have to be put under quarantine in designated places for 14 days when they arrive in Beijing.",,19/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/20/c_78023.htm,21/03/2020,
1226,China,CHN,Shanghai,,Asia,Public health measures,Introduction of quarantine policies,Yes,"Shanghai extends quarantine to inbound travelers from 8 new countries. The list includes South Korea, Italy, Iran, Japan, France, Spain, Germany, the US, the UK, Switzerland, Sweden, Belgium, Norway, the Netherlands, Denmark, Austria, Australia, Malaysia, Greece, Czech Republic, Finland, Qatar, Canada and Saudi Arabia.",,19/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/20/c_78024.htm,21/03/2020,
1227,China,CHN,,,Asia,Public health measures,Psychological assistance and medical social work,No,"China has released an official work plan on March 19 to address psychological counseling for those affected by COVID-19, including patients, their families, families of fallen patients, vulnerable groups, health workers and those fighting the virus in the front line including police officers and community workers.",,19/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/20/c_78022.htm,21/03/2020,
1228,China,CHN,Shanghai,,Asia,Public health measures,Health screenings in airports and border crossings,Yes,Shanghai has assigned additional medical staff to support the screening procedures at customs checkpoints.,,19/03/2020,NHC of the PRC,Government,http://en.nhc.gov.cn/2020-03/20/c_78033.htm,21/03/2020,
61,Colombia,COL,,,Americas,Social and economic measures,State of emergency declared,No,,Not applicable,12/03/2020,Ministry of Foreing Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/COL,14/03/2020,
62,Colombia,COL,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"Quarantine for 14 days to travellers from Italy, France, Spain and China.",Not applicable,12/03/2020,Ministry of Foreing Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/COL,14/03/2020,
64,Colombia,COL,,,Americas,Movement restrictions,Additional health/documents requirements upon arrival,Yes,"People from France, Spain, Italy, Germany, Singappor, South Korea, Iran, China. Madndarory healt insurance, and additional rules for the first 14 days in the country.",Not applicable,12/03/2020,Ministry of Foreing Affairs - Italy,Government,http://www.viaggiaresicuri.it/country/COL,14/03/2020,
754,Colombia,COL,,,Americas,Social distancing,Schools closure ,No,Schools will suspend classes from 16 March to 20 April,,16/03/2020,US Embassy,Government,https://co.usembassy.gov/health-alert-u-s-embassy-bogota/,17/03/2020,
755,Colombia,COL,,,Americas,Movement restrictions,Visa restrictions,Yes,"Starting 16 March, non-nationals and non-residents will be banned from entering",,16/03/2020,US Embassy,Government,https://co.usembassy.gov/health-alert-u-s-embassy-bogota/,17/03/2020,
756,Colombia,COL,,,Americas,Public health measures,Introduction of quarantine policies,No,all travelers arriving must self-quarantine for 14 days,,16/03/2020,US Embassy,Government,https://co.usembassy.gov/health-alert-u-s-embassy-bogota/,17/03/2020,
757,Colombia,COL,,,Americas,Movement restrictions,Additional health/documents requirements upon arrival,No,all travelers arriving must complete a questionnaire declaring contact and arrival information,,16/03/2020,US Embassy,Government,https://co.usembassy.gov/health-alert-u-s-embassy-bogota/,17/03/2020,
758,Colombia,COL,,,Americas,Social and economic measures,State of emergency declared,No,goverment declared health emergency,,12/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-colombia/colombia-declares-health-emergency-to-tackle-coronavirus-idUSKBN20Z2QX,17/03/2020,
760,Colombia,COL,,,Americas,Movement restrictions,Border closure ,No,border with Venezuela closed,,14/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-colombia-borders/colombia-closes-border-with-venezuela-over-coronavirus-idUSKBN211088,17/03/2020,
761,Colombia,COL,,,Americas,Movement restrictions,Border closure ,No,"all borders closed until 30 May i.e. in addition to border with Venezuela also those with Panama, Ecuador, Peru and Brazil incl. maritime entry points",,16/03/2020,ColombiaReports,Media,https://colombiareports.com/colombia-closes-land-and-sea-borders-after-restricting-air-travel/,17/03/2020,
769,Colombia,COL,"Cordoba, Meta, Santander",,Americas,Lockdown,Partial lockdown,No,"nightly curfew as of 16 March from 7pm until 6am in Córdoba, Meta and Santander Departments",,16/03/2020,ElTiempo,Media,https://www.eltiempo.com/colombia/cordoba-ordena-toque-de-queda-por-coronavirus-473490,17/03/2020,
1043,Colombia,COL,,,Americas,Movement restrictions,International flights suspension,No,"All international air arrivals will be suspended for a period of 30 days, transit included. ",,23/03/2020,US Embassy,Government,https://co.usembassy.gov/covid-19-information/,20/03/2020,
1044,Colombia,COL,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"Until 30th of may, every person aged above 70 should self-isolate. ",,20/03/2020,Health Ministry — Colombia,Government,https://www.minsalud.gov.co/Paginas/A-partir-de-este-viernes-la-poblacion-mayor-de-70-anos-estara-en-aislamiento-preventivo.aspx,20/03/2020,
1114,Colombia,COL,,,Americas,Social distancing,Limit public gatherings,No,Public and private events restricted to 50 people maximum.,,20/03/2020,Health Ministry — Colombia,Government,https://www.minsalud.gov.co/Paginas/Por-COVID-19-se-limitan-eventos-masivos-a-50-personas.aspx,21/03/2020,
212,Comoros,COM,,,Africa,Movement restrictions,International flights suspension,Yes,"Fligts from China, Italy, South Korea, or Iran",Not applicable,10/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/?_ga=2.16924089.1601748976.1584185584-1155192847.1584185584,15/03/2020,
217,Comoros,COM,,,Africa,Public health measures,Introduction of quarantine policies,Yes,International passengers with symptoms,Not applicable,10/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/?_ga=2.16924089.1601748976.1584185584-1155192847.1584185584,15/03/2020,
1115,Comoros,COM,,,Africa,Movement restrictions,Visa restrictions,Yes,Anybody coming from a country with more than 10 confirmed COVID-19 cases. ,,19/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/comores/,21/03/2020,
1116,Comoros,COM,,,Africa,Movement restrictions,Border checks ,Yes,Travelers from counties with confirmed cases of COVID-19 are required to have spent a period of 14 days in quarantine in a country that is free from COVID-19.,,19/03/2020,US Embassy,Government,https://mg.usembassy.gov/u-s-citizen-services/security-and-travel-information/covid-19-information/?_ga=2.16924089.1601748976.1584185584-1155192847.1584185584,21/03/2020,
205,Congo,COG,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"14day quarantine for high risk countries including mainland China, South Korea, Iran, Italy. Also for travelers with COVID-19 symptoms.",Not applicable,09/03/2020,French Embassy,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/congo/,15/03/2020,http://www.sante.gouv.cg/
1117,Congo,COG,,,Africa,Social distancing,Schools closure ,No,For 30 days,,19/03/2020,Health Ministry — Congo,Government,http://www.sante.gouv.cg/,21/03/2020,
1118,Congo,COG,,,Africa,Social distancing,Limit public gatherings,No,"Closing of religious centers, restaurants, bars and club for 30 days.",,19/03/2020,Health Ministry — Congo,Government,http://www.sante.gouv.cg/,21/03/2020,
1119,Congo,COG,,,Africa,Social distancing,Limit public gatherings,No,Gathering of more than 50 people are forbidden for 30 days.,,19/03/2020,Health Ministry — Congo,Government,http://www.sante.gouv.cg/,21/03/2020,
1120,Congo,COG,,,Africa,Public health measures,Awareness campaigns,No,,,20/03/2020,Health Ministry — Congo,Government,http://www.sante.gouv.cg/,21/03/2020,
1121,Congo,COG,,,Africa,Public health measures,Health screenings in airports and border crossings,No,Body temperature checks at both international airports and at the Brazzaville Beach landing.,,15/03/2020,US Embassy of Brazil ,Government,https://cg.usembassy.gov/covid-19-information/,21/03/2020,
191,Congo DR,COD,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"14day quarantine for high risk countries including mainland China, South Korea, Iran, Italy. Also for travelers with COVID-19 symptoms.",Not applicable,10/03/2020,US Embassy,Government,https://cd.usembassy.gov/covid-19-information/,15/03/2020,
204,Congo DR,COD,,,Africa,Public health measures,Health screenings in airports and border crossings,No,"Health screenings at airports for COVID-19 symptoms, travelers with symptoms have to quarantine for 14 days",Not applicable,10/03/2020,US Embassy,Government,https://cd.usembassy.gov/covid-19-information/,15/03/2020,
1126,Congo DR,COD,,,Africa,Movement restrictions,International flights suspension,Yes,Flights from unspecified “high-risk countries.”  Only cargo flights and boats will be permitted entry.,,20/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/republique-democratique-du-congo/,21/03/2020,https://cd.usembassy.gov/covid-19-information/
1127,Congo DR,COD,,,Africa,Social distancing,Schools closure ,No,Until April 17,,18/03/2020,US Embassy,Government,https://cd.usembassy.gov/covid-19-information/,21/03/2020,
1128,Congo DR,COD,,,Africa,Social distancing,Limit public gatherings,No,Gathering of more than 20 people are banned. ,,18/03/2020,US Embassy,Government,https://cd.usembassy.gov/covid-19-information/,21/03/2020,
1129,Congo DR,COD,,,Africa,Public health measures,Introduction of quarantine policies,No,"All travelers entering the DRC who have a fever will be tested, and any persons positive for COVID-19 will be hospitalized at DRC government expense. Both categories will be subject to a mandatory 14-day quarantine.  All persons traveling domestically from Kinshasa to other provinces will be subject to preventative screening.",,20/03/2020,US Embassy,Government,https://cd.usembassy.gov/covid-19-information/,21/03/2020,
1130,Congo DR,COD,,,Africa,Social distancing,Limit public gatherings,No,Bars and restaurants are closed until further notice.,,18/03/2020,US Embassy,Government,https://cd.usembassy.gov/covid-19-information/,21/03/2020,
99,Costa Rica,CRI,,,Americas,Public health measures,Introduction of quarantine policies,Yes,"Visitors from China, MAY BE subjected to quarantine",Not applicable,,Government of the UK,Government,https://www.gov.uk/foreign-travel-advice/costa-rica,14/03/2020,
1131,Costa Rica,CRI,,,Americas,Movement restrictions,Border closure ,Yes,"Until at least 12th of april. Residents can enter but will be subject to 14 days quarantine. This restriction applies to land, sea, and air arrivals",,18/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/costa-rica/,21/03/2020,
1158,Costa Rica,CRI,,,Americas,Public health measures,Introduction of quarantine policies,No,Anyone arriving in Costa Rica from another country must self-quarantine for 14 days.,,16/03/2020,US Embassy,Government,https://cr.usembassy.gov/covid-19-information/,21/03/2020,
1159,Costa Rica,CRI,,,Americas,Social and economic measures,State of emergency declared,No,,,16/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/costa-rica/coronavirus,21/03/2020,
1160,Costa Rica,CRI,,,Americas,Social distancing,Limit public gatherings,No,"Bars, restaurants and clubs closed. ",,15/03/2020,Health Ministry  — Costa Rica,Government,https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1571-ante-covid-19-lineamientos-se-endurecen-con-el-cierre-total-de-bares-discotecas-y-casinos,21/03/2020,
1161,Costa Rica,CRI,,,Americas,Social distancing,Schools closure ,No,All public and private education centres are closed.,,16/03/2020,Health Ministry  — Costa Rica,Government,https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1572-gobierno-declara-estado-de-emergencia-nacional-impide-llegada-de-extranjeros-y-se-suspende-lecciones-en-todos-los-centros-educativos-del-pais,20/03/2020,
1162,Costa Rica,CRI,,,Americas,Public health measures,Strengthening the public health system,No,Increase capacity for realising COVID-19 tests.,,18/03/2020,Health Ministry  — Costa Rica,Government,https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1574-ministerio-de-salud-gestiona-con-la-ccss-ampliar-la-cobertura-para-realizar-pruebas-covid-19,20/03/2020,
142,Côte d'Ivoire,CIV,,,Africa,Public health measures,Health screenings in airports and border crossings,No,All arriving passengers at Abijan airport are checked for fever and asked to wash their hands.,Not applicable,02/01/2020,France24,Media,https://www.france24.com/fr/20200201-coronavirus-la-c%C3%B4te-d-ivoire-prend-des-mesures-sanitaires-%C3%A0-l-a%C3%A9roport-d-abidjan,15/03/2020,
215,Côte d'Ivoire,CIV,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"quarantine of 14 days for travelers from risk countries (China, South Korea, Iran, Italy)",Not applicable,12/03/2020,French Embassy,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cote-d-ivoire/,15/03/2020,
1455,Côte d'Ivoire,CIV,,,Africa,Movement restrictions,Visa restrictions,Yes,Suspension of all flights to and from countries with more than 100 cases of coronavirus.,,19/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cote-d-ivoire/health,22/03/2020,
1456,Côte d'Ivoire,CIV,,,Africa,Movement restrictions,International flights suspension,No,No international flights to and from Côte d’Ivoire until further notice.,,22/03/2020,Foreign Ministry — UK,Government,https://www.gov.uk/foreign-travel-advice/cote-d-ivoire/health,22/03/2020,
1457,Côte d'Ivoire,CIV,,,Africa,Movement restrictions,Border closure ,No,"Land, air and sea borders closed.",,22/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cote-d-ivoire/,22/03/2020,
1458,Côte d'Ivoire,CIV,,,Africa,Social distancing,Limit public gatherings,No,"Dance clubs, cinemas and theatre closed for at least 15 days.",,18/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cote-d-ivoire/,22/03/2020,
1459,Côte d'Ivoire,CIV,,,Africa,Social distancing,Limit public gatherings,No,Gathering of more than 50 people are forbidden.,,18/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cote-d-ivoire/,22/03/2020,
1463,Côte d'Ivoire,CIV,,,Africa,Social distancing,Limit public gatherings,No,Suspension of all international cultural and sport events.,,18/03/2020,Ministry of Foreign Affairs — France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/cote-d-ivoire/,23/03/2020,
1464,Côte d'Ivoire,CIV,,,Africa,Social distancing,Schools closure ,No,Schools (including pre-schools and universities) are closed for 30 days.,,16/03/2020,US Embassy,Government,https://ci.usembassy.gov/u-s-citizen-services/covid-19-information/,23/03/2020,
426,Croatia,HRV,,,Europe,Public health measures,Introduction of quarantine policies,Yes,"Forced government quarantine of 14 days for any traveller arriving from China (Hubei), Germany (Heinsburg, NRW), Iran, Italy, and South Korea (Chendong and Daegu). Health monitoring for other countries. ",Not applicable,12/03/2020,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,16/03/2020,
429,Croatia,HRV,,,Europe,Public health measures,General recommendations,Yes,Those over 60 and those with chronic diseases should avoid crowded public places (including taking transport at peak times),Not applicable,03/03/2020,Government of Croatia,Government,https://vlada.gov.hr/coronavirus-protection-measures/28950,16/03/2020,
434,Croatia,HRV,,,Europe,Social distancing,Schools closure ,No,Two week suspension of schools and universities starting 16 March,Not applicable,16/03/2020,Government of Croatia,Government,https://vlada.gov.hr/coronavirus-protection-measures/28950,16/03/2020,
440,Croatia,HRV,,,Europe,Public health measures,General recommendations,No,"It is recommended that health care institutions and health care professionals postpone the provision of health tourism services (providing health services to persons from outside Croatia, such as dental services, spa services, etc.) to persons coming from the affected areas in the next month to prevent",Not applicable,01/03/2020,Government of Croatia,Government,https://vlada.gov.hr/coronavirus-protection-measures/28950,16/03/2020,
941,Croatia,HRV,,,Europe,Movement restrictions,Border closure ,No,"Temporary ban of transit through border crossings, excluding cross-border workers, freight carriers, healthcare professionals",,19/03/2020,Croatian National Tourist Board,Government,https://croatia.hr/en-GB/coronavirus-2019-ncov-q-and-a,20/03/2020,
942,Croatia,HRV,,,Europe,Social and economic measures,Economic measures,No,Freezing prices for essential foods and drugs to level of 30th January 2020,,15/03/2020,Total Croatia News,Media,https://www.total-croatia-news.com/lifestyle/42142-croatia-coronavirus-update,20/03/2020,https://www.vecernji.ba/svijet/hrvatska-ogranicila-cijene-brasna-mlijeka-jaja-mesa-1385943
943,Croatia,HRV,,,Europe,Social and economic measures,Economic measures,No,Establishment of COVID-19 loans to ensure financial liquidity and delays in tax collection or reduction in taxes and fees; complete plan has 63 measures and measures a worth of 350 million HRK,,17/03/2020,Ministry of Economics,Government,https://www.mingo.hr/page/vlada-prihvatila-paket-od-63-mjera-za-pomoc-gospodarstvu-uslijed-epidemije-koronavirusa,20/03/2020,https://vlada.gov.hr/news/set-of-measures-adopted-to-prop-up-economy-during-covid-19-epidemic/29024
944,Croatia,HRV,,,Europe,Public health measures,Introduction of quarantine policies,No,Health inspectors are monitoring compliance with self-isolation orders and can fine up to 120.000 HRK,Fines,,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,20/03/2020,
945,Croatia,HRV,,,Europe,Social distancing,Limit public gatherings,No,Gatherings of more than 5 are banned,,19/03/2020,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,20/03/2020,
946,Croatia,HRV,,,Europe,Social distancing,Public services closure ,No,"Closing of restaurants, cafes, bars, night clubs, shopping centers, sports and fitness centers, museums, cinemas, theatres, places of worship, hairdressers, beauty parlors and similar services where close human contact can be expected",,19/03/2020,U.S. Embassy in Croatia,Government,https://hr.usembassy.gov/covid-19-information-2/,20/03/2020,
947,Croatia,HRV,,,Europe,Social and economic measures,Emergency administrative structures activated or established,No,The national civil protection agency's powers were extended to respond more appropriately,,12/03/2020,Government,Government,https://vlada.gov.hr/news/pm-says-national-civil-protection-authority-to-get-new-bigger-powers/29012,20/03/2020,
948,Croatia,HRV,,,Europe,Public health measures,Strengthening the public health system,No,The capacities of hospitals across Croatia are increased and the decision made to establish a digital platform ensuring interoperability and coordination across actors to monitor the outbreak,,19/03/2020,Government,Government,https://vlada.gov.hr/news/treatment-centres-and-platform-for-monitoring-coronavirus-to-be-established/29038,20/03/2020,
1465,Cuba,CUB,,,Americas,Public health measures,Strengthening the public health system,No,Creation of an task-force to oversee the response to Covid-19.  ,,28/02/2020,MoH,Government,https://salud.msp.gob.cu/?p=3521,23/03/2020,
1466,Cuba,CUB,,,Americas,Public health measures,Awareness campaigns,No,,,18/02/2020,MoH,Government,https://salud.msp.gob.cu/?p=3521,23/03/2020,
1467,Cuba,CUB,,,Americas,Social and economic measures,Military deployment,No,Deployment of military hospital to strengthen public health system capacity. Measures taken by the government but described in public media.,,09/03/2020,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/09/gobierno-cubano-informa-medidas-para-enfrentar-la-covid-19-video/#anexo-1333943,23/03/2020,
1468,Cuba,CUB,,,Americas,Public health measures,Health screenings in airports and border crossings,No,"Additional health screening at borders, especially travellers from impacted countries. Measures taken by the government but described in public media.",,09/03/2020,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/09/gobierno-cubano-informa-medidas-para-enfrentar-la-covid-19-video/#anexo-1333943,23/03/2020,
1469,Cuba,CUB,,,Americas,Public health measures,Introduction of quarantine policies,Yes,All travellers enterring the country should quarantine for 14 days. ,,24/03/2020,MoH,Government,https://salud.msp.gob.cu/?p=4275,23/03/2020,
1470,Cuba,CUB,,,Americas,Movement restrictions,Border closure ,Yes,"Only cuban resident are allowed to enter the country, with flexibility to ensure cooperation with some countries. Measures taken by the government but described in public media. Applies for 30 days.",,24/03/2020,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,23/03/2020,
1471,Cuba,CUB,,,Americas,Public health measures,Strengthening the public health system,No,Increasing staff capacity.  Measures taken by the government but described in public media. ,,24/03/2020,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,23/03/2020,
1472,Cuba,CUB,,,Americas,Social distancing,Limit public gatherings,No,"50%  of restaurant closed. Campings, hotels, cinemas and theatres are closed. Measures taken by the government but described in public media. ",,24/03/2020,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,23/03/2020,
1473,Cuba,CUB,,,Americas,Social and economic measures,Economic measures,No,Strong social protection to avoid unemployment. Measures taken by the government but described in public media. ,,20/03/2020,Government — Cuba,Government,http://www.cubadebate.cu/noticias/2020/03/20/gobierno-cubano-informa-nuevas-medidas-para-el-enfrentamiento-a-la-covid-19-video/#anexo-1339179,23/03/2020,
218,Cyprus,CYP,,,Europe,Movement restrictions,Border closure ,Yes,All non cypriots or non cyprtiots who have a residence permit,Not applicable,15/03/2020,Government,Government,https://www.pio.gov.cy/coronavirus/press/pres.pdf,15/03/2020,
220,Cyprus,CYP,,,Europe,Social distancing,Schools closure ,No,,Not applicable,09/03/2020,Government,Government,https://www.pio.gov.cy/coronavirus/press/pres.pdf,15/03/2020,
221,Cyprus,CYP,,,Europe,Social and economic measures,Economic measures,Yes,"Families, small business and vulnerable populations",Not applicable,15/03/2020,Government,Government,https://www.pio.gov.cy/coronavirus/press/15032020_6.pdf,15/03/2020,
222,Cyprus,CYP,,,Europe,Movement restrictions,Additional health/documents requirements upon arrival,Yes,International passengers,Not applicable,15/03/2020,Government ,Government,https://www.pio.gov.cy/coronavirus/press/15032020_5.pdf,15/03/2020,
