record_id,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,intervention_clean,date_of_update,status,subpopulation,required,enforcement,details,status_simp
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Nursery school closures,2020-03-18,closed,entire population,required,NA,NA,closed/restricted/all/yes
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Primary school closures,2020-03-18,closed,entire population,required,NA,NA,closed/restricted/all/yes
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Secondary school closures,2020-03-18,closed,entire population,required,NA,NA,closed/restricted/all/yes
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Post-secondary school closures,2020-03-18,closed,entire population,required,NA,NA,closed/restricted/all/yes
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,"Leisure, entertainment, and religious venue closures",2020-03-16,partially closed,entire population,required,NA,There is no restriction on religious venues but all leisure and entertainment venues have limited hours 5am8pm,"partially closed/partially restricted/
recommended/some"
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Retail store closures (excluding essentials),2020-03-16,partially closed,entire population,required,NA,Nonessential stores have limited hours 5am8pm,"partially closed/partially restricted/
recommended/some"
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Public space closures,2020-03-16,partially closed,entire population,required,NA,All enclosed public facilities at state parks are closed while parks remain open,"partially closed/partially restricted/
recommended/some"
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Limiting size of gatherings,2020-03-16,required,entire population,NA,NA,NA,closed/restricted/all/yes
130,2020-03-30T16:42:08Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Restaurant closures (excluding takeout/delivery),2020-03-16,closed,entire population,required,NA,NA,closed/restricted/all/yes
131,2020-03-30T17:10:31Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Household confinement,2020-03-21,fully restricted,entire population,required,No,"Can visit close family, go to grocery store, exercise outside, etc.",closed/restricted/all/yes
131,2020-03-30T17:10:31Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Office closures,2020-03-21,partially closed,entire population,required,NA,All should work from home unless not possible.,"partially closed/partially restricted/
recommended/some"
131,2020-03-30T17:10:31Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Retail store closures (excluding essentials),2020-03-21,closed,entire population,required,NA,NA,closed/restricted/all/yes
131,2020-03-30T17:10:31Z,No,USA,United States of America,USA.31_1,New Jersey,NA,Limiting size of gatherings,2020-03-21,required,entire population,NA,NA,"As part of shelter in place order, there should be no gatherings of any kind beyond necessary work and within households.",closed/restricted/all/yes
136,2020-03-30T20:16:47Z,No,USA,United States of America,USA.2_1,Alaska,NA,Nursing home/long-term care closures,2020-03-14,partially closed,other subpopulation,required,NA,Limited visitor hours to Alaska Pioneer Homes State run assisted living facilities,"partially closed/partially restricted/
recommended/some"
136,2020-03-30T20:16:47Z,No,USA,United States of America,USA.2_1,Alaska,NA,Public space closures,2020-03-17,closed,entire population,required,NA,"libraries, archives, and museums closed",closed/restricted/all/yes
136,2020-03-30T20:16:47Z,No,USA,United States of America,USA.2_1,Alaska,NA,State of emergency,2020-03-11,yes,NA,NA,NA,Declaration of Public Health Emergency,closed/restricted/all/yes
136,2020-03-30T20:16:47Z,No,USA,United States of America,USA.2_1,Alaska,NA,Restaurant closures (excluding takeout/delivery),2020-03-18,partially closed,entire population,required,NA,"Excludes Places of public accommodation that offer food and beverages not for onpremises consumption, including grocery stores, markets, convenience stores, pharmacies, drug stores, and food pantries, with the exception of their selfservice buffets and salad bars.Health care facilities, pharmacies, child care facilities, residential care facilities, congregate care facilities, and juvenile justice facilities.Crisis shelters, soup kitchens, or similar institutions.Employee cafeterias within a business, with the exception of their selfservice buffets and salad bars.Restaurants and food courts inside the secured zones of airports.No more than 5 people allowed inside for pickup, must be 6 ft apart","partially closed/partially restricted/
recommended/some"
137,2020-03-30T20:43:51Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.1_1,England,NA,Testing of symptomatic individuals,2020-01-31,some,symptom severity;hospitalization,NA,NA,"Exact date is hard to find. All that I can find is the BBC article URL and PDF attached, saying that prior to the decision being made to test NHS staff, only seriously ill patients in hospital with flulike symptoms were being routinely tested for the virus. It then showed a bar chart showing how many people were tested, and that bar chart seemed to start having nonzero testing around the end of January.","partially closed/partially restricted/
recommended/some"
137,2020-03-30T20:43:51Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.1_1,England,NA,Testing of asymptomatic individuals,2020-03-28,some,contact with case;other,NA,NA,"Frontline NHS workers are being tested to see if they have coronavirus. Critical care doctors and nurses are being tested first, followed by staff in emergency departments, paramedics and GPs.","partially closed/partially restricted/
recommended/some"
140,2020-03-30T21:43:28Z,No,USA,United States of America,USA.2_1,Alaska,NA,Primary school closures,2020-03-16,closed,other subpopulation,recommended,NA,"Residential schools returning students to families and home communities, process should be complete by March 27th",closed/restricted/all/yes
140,2020-03-30T21:43:28Z,No,USA,United States of America,USA.2_1,Alaska,NA,Secondary school closures,2020-03-16,closed,other subpopulation,required,NA,"Residential schools returning students to families and home communities, process should be complete by March 27th",closed/restricted/all/yes
140,2020-03-30T21:43:28Z,No,USA,United States of America,USA.2_1,Alaska,NA,Household confinement,2020-03-17,fully restricted,other subpopulation,required,No,"Higher Risk If you have traveled from an area with widespread, ongoing community spread such as Europe, China, and other countries i.e., a CDC Level 3 Travel Health Notice Area and are entering Alaska within the past 14 days you mustStay home and avoid contact with other household members.Contact your employer and do not go to work or school for this 14day period after you return.CDC Level 3 Travel Health Notice AreaChina, Iran, South Korea, Austria, Belgium, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, Switzerland, Monaco, San Marino, Vatican City.",closed/restricted/all/yes
140,2020-03-30T21:43:28Z,No,USA,United States of America,USA.2_1,Alaska,NA,Nursing home/long-term care closures,2020-03-14,closed,other subpopulation,required,NA,"Department of Corrections DOC Facilities, Division of Juvenile Justice Facilities,Alaska Military Youth Academy, and Alaska Psychiatric Institute closed to visitors",closed/restricted/all/yes
142,2020-03-30T22:01:07Z,No,USA,United States of America,USA.14_1,Illinois,NA,Testing of symptomatic individuals,2020-02-11,some,symptom severity;travel history;contact with case;other potential exposure,NA,NA,"Illinois Department of Public Health began testing at Chicago IDPH laboratory while in the process of bringing testing online at Springfield and Carbondale laboratories. The test uses upper and lower respiratory specimens from people who met the current CDC criteria for 2019nCoV testing, including travel and/or exposure history, and symptoms and/or fever. Cited CDC criteria https//www.cdc.gov/coronavirus/2019nCoV/hcp/clinicalcriteria.html Revisions were made on March 4, 2020, to expand criteria to include a wider group of symptomatic patients.","partially closed/partially restricted/
recommended/some"
145,2020-03-30T22:29:16Z,No,USA,United States of America,USA.2_1,Alaska,"Fairbanks North Star Borough, Ketchikan Gateway Borough",Retail store closures (excluding essentials),2020-03-21,closed,geographic subpopulation,required,NA,Businesses where individuals are within 6 feet of each other must stop all operations,closed/restricted/all/yes
146,2020-03-30T22:38:01Z,No,USA,United States of America,USA.2_1,Alaska,"Fairbanks North Star Borough, Ketchikan Gateway Borough",Limiting size of gatherings,2020-03-21,required,geographic subpopulation,NA,NA,People also must be at least 6 feet away from eachother,closed/restricted/all/yes
147,2020-03-30T22:40:31Z,No,USA,United States of America,USA.2_1,Alaska,NA,Nursery school closures,2020-03-20,closed,entire population,required,NA,NA,closed/restricted/all/yes
147,2020-03-30T22:40:31Z,No,USA,United States of America,USA.2_1,Alaska,NA,Primary school closures,2020-03-20,closed,entire population,required,NA,NA,closed/restricted/all/yes
147,2020-03-30T22:40:31Z,No,USA,United States of America,USA.2_1,Alaska,NA,Secondary school closures,2020-03-20,closed,entire population,required,NA,NA,closed/restricted/all/yes
147,2020-03-30T22:40:31Z,No,USA,United States of America,USA.2_1,Alaska,NA,Post-secondary school closures,2020-03-20,closed,entire population,required,NA,NA,closed/restricted/all/yes
148,2020-03-30T22:54:55Z,No,USA,United States of America,USA.2_1,Alaska,NA,Household confinement,2020-03-25,fully restricted,other subpopulation,required,No,"All people arriving in Alaska, whether resident, worker or visitor, are required to selfquarantine for 14 days and monitor for illness. Arriving residents and workers in selfquarantine, should work from home, unless you support critical infrastructure critical infrastructure in pdf. Employers whose workers enter Alaska and are considered part of critical infrastructure must submit a plan or protocol outlining how they will keep people in the community they are working in safe",closed/restricted/all/yes
148,2020-03-30T22:54:55Z,No,USA,United States of America,USA.2_1,Alaska,NA,Retail store closures (excluding essentials),2020-03-24,closed,entire population,required,NA,The prohibitions in this Mandate apply to services that may be delivered in the customers home or in the home of the licensee,closed/restricted/all/yes
148,2020-03-30T22:54:55Z,No,USA,United States of America,USA.2_1,Alaska,NA,Limiting size of gatherings,2020-03-24,required,entire population,NA,NA,people must be 6 feets apart in the case of gatherings,closed/restricted/all/yes
150,2020-03-31T04:00:16Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Border closures for entering by air,2020-01-26,closed,NA,NA,NA,"Complete border closure for visitors from Hubei, China. Partial border open to limited visa holders from the rest of China. For those who were allowed to enter Taiwan, selfquarantine at home for 14 days was required.",closed/restricted/all/yes
150,2020-03-31T04:00:16Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Border closures for entering by sea,2020-01-26,closed,NA,NA,NA,Entry by sea was temporarily closed to all.,closed/restricted/all/yes
152,2020-03-31T04:53:18Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Universal facemask policies,2020-01-30,recommended,other subpopulation,NA,NA,"Asides from people who need to visit the hospital/clinic, individuals with chronic medical conditions were advised to wear masks when leaving their residence and in poorventilated indoor areas too.","partially closed/partially restricted/
recommended/some"
153,2020-03-31T08:41:55Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Testing of symptomatic individuals,2020-02-01,some,travel history,NA,NA,Passengers arriving from Guangdong Province and those with travel history to Guangdong were tested if they were symptomatic upon arrival and were asked to selfisolated at home if mild symptoms only until two negative testing results were received. Confirmed cases would be sent to the hospital for isolation.,"partially closed/partially restricted/
recommended/some"
154,2020-03-31T08:53:46Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Household confinement,2020-02-01,fully restricted,geographic subpopulation,required,Yes,Asymptomatic individuals from Guangdong or those with travel history to Guangdong were required to stay home for selfquarantine for 14 days.,closed/restricted/all/yes
155,2020-03-31T09:21:18Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Border closures for entering by air,2020-02-02,closed,NA,NA,NA,Passengers from Guangdong were denied entry regardless of their visa types.,closed/restricted/all/yes
155,2020-03-31T09:21:18Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Border closures for entering by sea,2020-02-02,closed,NA,NA,NA,Passengers from Guangdong were denied entry regardless of their visa types.,closed/restricted/all/yes
156,2020-03-31T09:25:38Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Household confinement,2020-02-02,fully restricted,geographic subpopulation,required,Yes,All passengers arriving by the sea AND having a travel history to Guangdong were required to stay at home for 14 days upon arrival in Taiwan. Even for symptomatic individuals who were tested negative once were required to do so.,closed/restricted/all/yes
157,2020-03-31T09:30:10Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Universal facemask policies,2020-02-02,recommended,geographic subpopulation,NA,NA,"Asymptomatic passengers from China, Hong Kong, and Macau were advised to monitor body temperature everyday, avoid leaving their residence in Taiwan and should wear masks when they needed to go outside of their places.","partially closed/partially restricted/
recommended/some"
158,2020-03-31T09:32:50Z,Yes,ZMB,Zambia,NA,NA,NA,Testing of symptomatic individuals,2020-01-30,some,other,NA,NA,Details of the eligibility requirements are not in policy documents. Not all who present at a health facility are tested. One hospital reported testing criteria included fever or history of fever coughsore throat and history of travel.,"partially closed/partially restricted/
recommended/some"
158,2020-03-31T09:32:50Z,Yes,ZMB,Zambia,NA,NA,NA,Symptom screening when entering by air,2020-01-30,required,other subpopulation,NA,NA,Screening at all 4 international airports for febrile passengers on international flights coming into Zambia.,closed/restricted/all/yes
158,2020-03-31T09:32:50Z,Yes,ZMB,Zambia,NA,NA,NA,Symptom screening when entering by land,NA,unknown,other subpopulation,NA,NA,Case definition and assessment forms at all other points of entry to Zambia. Unclear on the requirements.,NA
159,2020-03-31T09:36:04Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Household confinement,2020-02-02,fully restricted,other subpopulation,recommended,No,All healthcare professionals who had a recent travel history to China were advised to stay home for 14 days before going back to work.,closed/restricted/all/yes
160,2020-03-31T09:39:59Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Limiting movement within borders,2020-02-02,partially restricted,other subpopulation,NA,NA,Individuals with a recent travel history to China were advised not to visit the hospital or longterm care facilities within 14 days upon arrival back in Taiwan in order to reduce potential risks for disease transmission.,"partially closed/partially restricted/
recommended/some"
161,2020-03-31T09:45:42Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Primary school closures,2020-02-02,closed,entire population,required,NA,"To prevent clustering of incident cases on campus, all primary and secondary schools remained closed for another two weeks; schools were already closed for winter vacation on Jan 21, 2020.",closed/restricted/all/yes
161,2020-03-31T09:45:42Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Secondary school closures,2020-02-02,closed,entire population,required,NA,"To prevent clustering of incident cases on campus, all primary and secondary schools remained closed for another two weeks; schools were already closed for winter vacation on Jan 21, 2020.",closed/restricted/all/yes
162,2020-03-31T09:53:25Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Border closures for entering by air,2020-02-02,partially closed,geographic subpopulation,NA,NA,"Individuals whose documented residence was in Wenzou City, Zhejiang would be denied entry to Taiwan since February 2, 2020.","partially closed/partially restricted/
recommended/some"
162,2020-03-31T09:53:25Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Border closures for entering by sea,2020-02-02,partially closed,geographic subpopulation,NA,NA,"Individuals whose documented residence was in Wenzou City, Zhejiang would be denied entry to Taiwan since February 2, 2020.","partially closed/partially restricted/
recommended/some"
164,2020-03-31T09:58:05Z,No,TWN,Taiwan,TWN.7_1,Taiwan,NA,Household confinement,2020-02-02,fully restricted,other subpopulation,required,Yes,"Individuals with travel history to Wenzou City, Zhejiang were required to stay home for 14 days after returning to Taiwan.",closed/restricted/all/yes
165,2020-03-31T10:06:46Z,No,GHA,Ghana,GHA.1_1,Ashanti,Greater Kumasi,Border closures for entering by air,2020-03-30,closed,NA,NA,NA,"Greater kumasi has been temporarily closed down and as a results, internal flights coming or leaving the kumasi airport is suspended.",closed/restricted/all/yes
165,2020-03-31T10:06:46Z,No,GHA,Ghana,GHA.1_1,Ashanti,Greater Kumasi,Border closures for entering by land,2020-03-30,partially closed,other subpopulation,NA,NA,"Essential items like food, drugs etc distribution is allowed by land from the other regions to kumasi","partially closed/partially restricted/
recommended/some"
168,2020-03-31T11:27:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Household confinement,2020-03-13,fully restricted,other subpopulation,required,NA,Quarantine for all people entering the country from territories with local transmission of Covid19,closed/restricted/all/yes
168,2020-03-31T11:27:10Z,Yes,CAF,Central African Republic,NA,NA,NA,"Leisure, entertainment, and religious venue closures",2020-03-13,closed,entire population,required,NA,Closure of dance clubs / night clubs for at least a month,closed/restricted/all/yes
168,2020-03-31T11:27:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Limiting size of gatherings,2020-03-13,required,entire population,NA,NA,Mass movements and mass meetings are not allowed no size limit specified,closed/restricted/all/yes
168,2020-03-31T11:27:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Symptom screening when entering by air,2020-03-12,required,entire population,NA,NA,"Temperature checks at the airport for all passengers at the Bangui airport, handwashing, health bulletin filled out; those with certain symptoms kept for observation",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Border closures for entering by air,2020-03-27,partially closed,geographic subpopulation,NA,NA,"no entry to CAR for 15 days of nonCAR travelers except for Diplomats and NGOs coming from countries with local transmission. Closure of airport except for commercial flights, humanitarian flights, cargo flights, aircrafts in diffculty for technical stops without passangers that descend, and specially authorised flights","partially closed/partially restricted/
recommended/some"
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Border closures for entering by land,2020-03-27,partially closed,geographic subpopulation,NA,NA,"no entry to CAR for 15 days of travelers except for Diplomats and NGOs coming from countries with local transmission, as well as central africans","partially closed/partially restricted/
recommended/some"
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Border closures for leaving by air,2020-03-13,partially closed,other subpopulation,NA,NA,No more travel of public and government workers to countries with local transmission,"partially closed/partially restricted/
recommended/some"
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Nursery school closures,2020-03-27,closed,entire population,required,NA,"Closing of all preschool, schools, and unviersities for 15 days renewable",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Primary school closures,2020-03-27,closed,entire population,required,NA,"Closing of all preschool, schools, and unviersities for 15 days renewable",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Secondary school closures,2020-03-27,closed,entire population,required,NA,"Closing of all preschool, schools, and unviersities for 15 days renewable",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Post-secondary school closures,2020-03-27,closed,entire population,required,NA,"Closing of all preschool, schools, and unviersities for 15 days renewable",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Limiting movement within borders,2020-03-27,partially restricted,entire population,NA,NA,Restriction of movement between Bangui and provinces. This has been implemented through reduction of passengers on board and reduction of transport.,"partially closed/partially restricted/
recommended/some"
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Household confinement,2020-03-27,fully restricted,other subpopulation,required,NA,Quarantine and confinement extended from 14 to 21 days . All people with suspected cases have to respect quarantine only leave for medical purposes. Confirmed cases are required to stay isolated,closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,"Leisure, entertainment, and religious venue closures",2020-03-20,closed,entire population,required,NA,"closing of dancing bars, nights clubs, cinemas, performance places",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Limiting size of gatherings,2020-03-20,required,entire population,NA,NA,"interdiction of mass assemblies, fairs, sport events, deuils grieving / funerals. size not specified.",closed/restricted/all/yes
171,2020-03-31T14:56:10Z,Yes,CAF,Central African Republic,NA,NA,NA,Symptom screening when entering by land,2020-03-20,required,entire population,NA,NA,temperature checks and handwashing at airports and land entry points,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Primary school closures,2020-02-18,closed,entire population,required,NA,Changed to online classes,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Secondary school closures,2020-02-18,closed,entire population,required,NA,Changed to online classes,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Post-secondary school closures,2020-02-18,closed,entire population,required,NA,Changed to online classes,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Limiting movement within borders,2020-02-14,partially restricted,entire population,NA,NA,NA,"partially closed/partially restricted/
recommended/some"
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Office closures,NA,partially closed,other subpopulation,recommended,NA,NA,"partially closed/partially restricted/
recommended/some"
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,"Leisure, entertainment, and religious venue closures",2020-03-26,partially closed,entire population,recommended,NA,205 cinemas in the city reopened,"partially closed/partially restricted/
recommended/some"
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Public transportation closures,2020-03-24,open,NA,recommended,NA,NA,open/no/no policy
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Universal facemask policies,2020-03-24,required,geographic subpopulation,NA,NA,People using public transportation have to wear masks.,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,State of emergency,2020-03-24,yes,NA,NA,NA,Changed state emergency to level two,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Symptom screening when entering by air,2020-01-23,required,geographic subpopulation,NA,NA,temperature check for people flying from Wuhan,closed/restricted/all/yes
174,2020-03-31T17:30:29Z,No,CHN,China,CHN.24_1,Shanghai,NA,Symptom screening at checkpoints within borders,2020-02-14,required,geographic subpopulation,NA,NA,NA,closed/restricted/all/yes
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,Nursery school closures,NA,unknown,entire population,required,NA,"nursery schools might be among private and other nonpublic schools in full order see below, primary schools / details, that also refers to Office of Early Childhood",NA
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,Primary school closures,2020-03-17,closed,entire population,required,NA,"To promote and secure the safety and protection of children in schools related to the risks of COVID19, all public school classes will be cancelled for all students effective Tuesday, March 17, 2020 until March 31, 2020, unless extended beyond that date. Private schools and other nonpublic schools are encouraged to follow the same schedule. The Connecticut State Department of Education, the Connecticut Department of Public Health, the Department of Children and Families, and the Connecticut Office of Early Childhood, are directed to immediately work together....",closed/restricted/all/yes
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,Secondary school closures,2020-03-17,closed,entire population,required,NA,"see above, primary schools / details",closed/restricted/all/yes
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,Office closures,2020-03-23,closed,entire population,recommended,NA,"...on Mmch 23, 2020 at 800 p.m. and through April 22, 2020, unless earlier modified, extended, or terminated by me, all businesses and notforprofit entities in the state shall employ, to the maximum extent possible, any telecommuting or work from home procedures that they can safely employ. Nonessential businesses or notforprofit entities shall reduce their inperson workforces at any workplace locations by 100....",closed/restricted/all/yes
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,"Leisure, entertainment, and religious venue closures",2020-03-16,closed,entire population,recommended,NA,"Restriction on Gym, Sports, Fitness and Recreation Facility and Movie Theater Operations. Effective at 8 p.m. on March 16, 2020 and through April 30, 2020, unless earlier modified, extended, or terminated by me, any indoor gym, fitness center, or similar facility or studio offering inperson fitness, sporting or recreational opportunities or instructions, and all movie theaters shall cease all operations.",closed/restricted/all/yes
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,Limiting size of gatherings,2020-03-12,required,entire population,NA,NA,"...social and recreational activities including, but not limited to, community, civic, leisure, or sportiing events; parades; concerts; festivals; movie screenings; plays or performances; conventions; and similar activities;",closed/restricted/all/yes
175,2020-03-31T17:48:41Z,No,USA,United States of America,USA.7_1,Connecticut,NA,Restaurant closures (excluding takeout/delivery),2020-03-16,closed,entire population,recommended,NA,"note possible differences pertaining to facilities on tribal lands ...at 8 p.m. on March 16, 2020 and through April 30, 2020, unless earlier modified, extended, or terminated by me, any restaurant or eating establishment and any location licensed for onpremise consumption of alcoholic liquor in the State of Connecticut, except for Class III and Class II Tribal Gaming enterprises, shall only serve food or nonalcoholic beverages for offpremises consumption. The Governor continues to work with the states federally recognized tribes on the temporary closure of their casino operations and, if necessary, reserves the right to address onpremises consumption of alcoholic beverages on tribal lands in a future Executive Order.",closed/restricted/all/yes
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Nursery school closures,2020-03-14,partially closed,other subpopulation,required,NA,A small number of schools will remain open for the educational supervision of vulnerable children and those of key workers up to Year 10 where alternative arrangements cannot be secured.,"partially closed/partially restricted/
recommended/some"
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Primary school closures,2020-03-14,partially closed,other subpopulation,required,NA,A small number of schools will remain open for the educational supervision of vulnerable children and those of key workers up to Year 10 where alternative arrangements cannot be secured.,"partially closed/partially restricted/
recommended/some"
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Secondary school closures,2020-03-14,partially closed,other subpopulation,required,NA,A small number of schools will remain open for the educational supervision of vulnerable children and those of key workers up to Year 10 where alternative arrangements cannot be secured.,"partially closed/partially restricted/
recommended/some"
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Post-secondary school closures,2020-03-14,closed,entire population,required,NA,All six Further Education Colleges in Northern Ireland have suspended all facetoface teaching activities until further notice. All five higher education institutions in Northern Ireland are now closed for teaching activities.,closed/restricted/all/yes
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Household confinement,2020-03-28,fully restricted,entire population,required,No,"The powers prohibit anyone from leaving home without a reasonable excuse. Penalties ranging from fixed penalty notices to fines of up to 5,000 are being introduced to enforce the new powers.",closed/restricted/all/yes
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Office closures,2020-03-28,closed,entire population,required,NA,"Some businesses had started to encourage people to work from home starting the end of Feb. This policy is part of Northern Irelands sweeping new powers, and statesanyone who can work from home must work from homeemployers must facilitate working from home where it is feasibleno employer should compel an employee to come to work if it is feasible to work from home",closed/restricted/all/yes
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,"Leisure, entertainment, and religious venue closures",2020-03-28,closed,entire population,required,NA,"Under the new regulations, the following businesses are subject to restrictions or closure bars, including bars in hotels or members clubspublic housescinemastheatresnightclubsbingo hallsconcert hallsmuseums and galleriescasinosbetting shopsspasnail, beauty, hair salons and barbersmassage parlourstattoo and piercing parloursskating rinksindoor fitness studios, gyms, swimming pools, bowling alleys, amusement arcades or soft play areas or other indoor leisure centres or facilitiesfunfairs whether outdoors or indoorsplaygrounds, sports courts and outdoor gymsoutdoor markets except for stalls selling foodcar showroomsauction houses",closed/restricted/all/yes
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Retail store closures (excluding essentials),2020-03-28,closed,entire population,required,NA,Essential businesses can continue to operate but are under a legal duty to adopt social distancing measures. Nonessential businesses are subject to restrictions or closure,closed/restricted/all/yes
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Public transportation closures,2020-03-20,partially closed,entire population,recommended,NA,I couldnt find an exact date at which public transportation was encouraged to scale back services. Inferred one from the article in the Belfast Telegraph...,"partially closed/partially restricted/
recommended/some"
177,2020-03-31T18:28:28Z,No,GBR,United Kingdom of Great Britain and Northern Ireland,GBR.2_1,Northern Ireland,NA,Public space closures,2020-03-28,partially closed,entire population,required,NA,The Belfast Telegraph has created a guide to what public spaces are open and closed across Northern Ireland  as measures are taken to prevent the spread of Covid19. attachment,"partially closed/partially restricted/
recommended/some"
